,Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
110,H13,Mat67-PD-SCP-01,Mut - DMSO,0.335881,0.130977,48.0398,42.0217,15.7719,13.8955,1235.34,733.968,597.781,4637170.0,751.534,5.92132,7.60173,564.882,534.46,617416.0,433447.0,16271.6,5984.29,6317.95,10937.3,5349.72,0.869683,17784900.0,7714220.0,6486970.0,8870150.0,4285130.0,807.222,639.007,4318420.0,0.00533281,0.00485377,0.00523695,0.00485357,401.326,655.614,413.478,653.829,134995000.0,136483000.0,135271000.0,136519000.0,1.49483,1.60282,1.50716,1.60319,6.45942e-05,5.67227e-05,6.59774e-05,5.66148e-05,3.1529,3.21729,3.16461,3.21807,-0.340678,-0.309382,-0.333201,-0.30894,0.846884,0.825668,0.841873,0.825376,0.230039,0.200587,0.222105,0.200493,88.0358,89.0834,88.2934,89.0834,2.17553,2.17635,2.17271,2.17646,4626.85,4688.95,4639.03,4688.95,17917.1,18021.7,17947.5,18022.6,447.055,456.94,2303.65,2214.51,2400530.0,2812760.0,748.288,1217.27,-16.0384,2342.29,10.0916,-12.7569,1096.34,1340.0,252.311,798.839,1844.49,-14.0817,9.21135,328.582,7522660.0,9849.56,494.241,548.415,449.66,3613.01,642.637,1093.67,0.891517,0.884176,0.995922,0.661501,0.653344,18.0,715.0,1226.0,1093.0,1084.0,1221.0,811.0,801.0,0.368367,0.631633,2553.28
111,H14,Mat67-PD-SCP-01,WT - DMSO,0.211996,0.148628,32.8923,40.5511,12.5204,15.1699,1284.93,697.406,493.199,3256970.0,687.82,5.88397,6.74603,588.979,483.096,664957.0,395656.0,16274.8,4412.18,4670.13,9718.92,3960.74,0.703471,18374300.0,5599480.0,4897520.0,7959790.0,3192360.0,718.327,511.638,2845110.0,0.0046706,0.00426781,0.00457397,0.00425479,420.426,668.344,425.228,667.526,112660000.0,114995000.0,112006000.0,115018000.0,1.5049,1.60708,1.5169,1.60836,6.45067e-05,5.70999e-05,6.57115e-05,5.69476e-05,3.14465,3.20554,3.15591,3.20662,-0.342614,-0.314005,-0.334993,-0.313391,0.849482,0.830942,0.844527,0.830491,0.228627,0.201097,0.22014,0.20082,87.5598,88.7539,87.7507,88.7549,2.17046,2.1726,2.16715,2.17269,4583.58,4653.81,4592.38,4653.9,17738.6,17881.5,17763.1,17882.3,475.415,470.78,874.969,861.127,955851.0,1049090.0,650.903,902.486,-8.81576,1835.15,10.9329,-7.61089,855.834,1069.82,251.005,665.981,1452.87,-8.54021,8.01425,229.324,3995240.0,5879.82,545.398,668.98,392.582,3781.63,292.904,865.313,0.938487,0.922693,0.996675,0.680798,0.669992,10.0,681.0,1203.0,1129.0,1110.0,1199.0,819.0,806.0,0.361465,0.638535,2859.79
129,I12,Mat67-PD-SCP-01,Mut - PRO,0.326192,0.207738,58.4445,67.0044,30.5915,34.9837,1005.7,650.845,587.286,3718910.0,663.413,4.83922,7.86104,434.525,497.458,554020.0,383043.0,14575.6,5130.77,5713.97,11129.0,4685.54,0.919506,18583900.0,7879570.0,6464770.0,8569350.0,3518840.0,689.683,617.882,3231540.0,0.00326049,0.00292317,0.00318226,0.00292011,450.975,718.594,462.599,716.122,159874000.0,162018000.0,159358000.0,162066000.0,1.56006,1.666,1.57297,1.66645,5.6636e-05,4.92983e-05,5.78085e-05,4.9275e-05,3.26681,3.33023,3.27864,3.33091,-0.327662,-0.297502,-0.320169,-0.297156,0.84548,0.824169,0.840157,0.823915,0.200356,0.173145,0.19227,0.172722,94.4002,95.5296,94.6213,95.5297,2.23043,2.23079,2.22755,2.23076,4848.67,4913.77,4858.0,4913.83,18743.3,18853.2,18763.1,18854.7,427.553,429.09,1968.5,1607.28,2025170.0,2714560.0,646.48,933.96,-9.46368,1895.64,11.366,-8.04172,889.892,1101.07,251.002,681.805,1498.73,-9.0122,9.20134,254.378,5956620.0,8867.59,452.271,525.139,508.127,3130.93,569.809,1303.87,0.921909,0.911063,0.997108,0.556761,0.543022,28.0,547.0,1383.0,1275.0,1260.0,1379.0,770.0,751.0,0.28342,0.71658,2822.92
130,I13,Mat67-PD-SCP-01,Mut - DMSO,0.337001,0.106661,34.0127,39.9783,9.3005,10.7261,1097.72,655.171,587.724,4027740.0,658.661,5.00727,7.6163,457.613,514.677,503374.0,347407.0,14218.8,5641.7,6147.62,10489.9,4869.98,1.04187,15640600.0,7377150.0,6076110.0,7080680.0,3204450.0,693.471,603.18,3377190.0,0.00477942,0.00432558,0.00468001,0.00434049,422.013,685.267,437.122,676.786,155637000.0,157606000.0,155637000.0,157680000.0,1.52996,1.6401,1.54486,1.6367,5.98431e-05,5.20286e-05,6.08479e-05,5.24274e-05,3.21907,3.28443,3.23238,3.28322,-0.332145,-0.300676,-0.324164,-0.301298,0.844728,0.822716,0.839227,0.823053,0.212984,0.18357,0.204267,0.184466,92.2013,93.2914,92.4718,93.2906,2.20566,2.20595,2.20298,2.20593,4809.0,4872.93,4821.16,4872.91,18612.1,18719.0,18640.4,18723.2,396.453,398.148,2181.05,1964.92,2116220.0,2617260.0,685.304,1007.27,-11.3326,2087.2,11.2314,-9.35527,978.58,1203.23,251.004,731.565,1646.83,-10.3991,11.6813,291.905,6839700.0,10236.3,474.988,502.876,496.393,3130.24,702.695,1296.23,0.91135,0.892295,0.9942,0.559238,0.545153,20.0,644.0,1207.0,1100.0,1077.0,1200.0,675.0,658.0,0.34792,0.65208,2744.31
131,I14,Mat67-PD-SCP-01,WT - DMSO,0.310013,0.101098,47.4626,47.7052,12.1819,12.0961,1038.53,629.782,535.638,3014180.0,619.44,5.47305,10.777,506.437,667.709,592025.0,371246.0,15974.2,4563.02,4786.07,11337.5,4487.72,0.931605,18673800.0,5872510.0,5279410.0,6303640.0,2396440.0,628.923,529.819,2822430.0,0.00350848,0.00317882,0.00343158,0.00317922,444.76,704.185,455.71,702.594,130049000.0,132306000.0,129343000.0,132349000.0,1.54655,1.65044,1.5594,1.64892,5.90147e-05,5.17665e-05,6.02144e-05,5.19506e-05,3.2226,3.28437,3.23475,3.28396,-0.33149,-0.302396,-0.323665,-0.302615,0.846671,0.826832,0.841319,0.826949,0.207653,0.180819,0.199515,0.181326,92.9913,94.2015,93.2122,94.202,2.2052,2.20649,2.20226,2.20668,4794.54,4864.08,4803.87,4864.16,18541.3,18674.6,18563.5,18675.7,369.261,364.736,711.528,685.941,793634.0,873045.0,594.222,745.497,-3.47365,1669.23,11.9939,-4.74619,779.399,982.226,251.002,623.013,1325.62,-5.36179,6.89317,209.256,3953660.0,6282.31,497.908,582.704,449.751,3485.46,348.02,1137.47,0.950407,0.94065,0.997561,0.452033,0.434146,26.0,586.0,1230.0,1169.0,1157.0,1227.0,556.0,534.0,0.322687,0.677313,3132.95
149,J12,Mat67-PD-SCP-01,Mut - PRO,0.302474,0.158981,49.8478,97.7733,20.3037,39.114,1041.15,664.725,616.916,3767820.0,679.43,5.77692,7.02474,511.746,486.402,598743.0,373557.0,15749.5,5167.88,5668.24,10447.2,4458.58,0.879541,18426900.0,7056960.0,5994740.0,8023450.0,3370680.0,714.741,639.196,3186730.0,0.00403914,0.00368499,0.00396732,0.00367527,441.586,709.567,455.494,707.029,155586000.0,157701000.0,155472000.0,157687000.0,1.54191,1.64854,1.55555,1.64765,5.90313e-05,5.15713e-05,6.01498e-05,5.17138e-05,3.22699,3.29034,3.23903,3.28989,-0.331807,-0.301574,-0.324157,-0.301793,0.845617,0.824567,0.84026,0.824688,0.210087,0.18259,0.201781,0.182614,92.8002,93.9043,93.0167,93.9056,2.20961,2.21025,2.20685,2.21022,4804.61,4868.52,4813.29,4868.61,18581.9,18685.9,18596.9,18687.6,416.698,429.31,2024.89,1729.56,2006290.0,2520990.0,668.665,971.48,-10.3615,1975.85,11.584,-8.4505,929.227,1142.87,251.0,702.631,1559.76,-9.41763,10.4102,271.059,5714220.0,8345.16,469.002,471.053,513.282,3644.26,528.029,1204.82,0.938252,0.930233,0.998396,0.615878,0.606255,19.0,468.0,1247.0,1170.0,1160.0,1245.0,768.0,756.0,0.272886,0.727114,2793.2
150,J13,Mat67-PD-SCP-01,Mut - DMSO,0.309414,0.15618,42.2175,42.8583,16.6386,16.8978,1045.95,677.984,547.593,4076830.0,683.811,4.60976,9.46992,469.627,598.316,442858.0,318304.0,16110.1,5610.92,6013.17,11234.0,5030.13,1.01822,15191800.0,6085330.0,5234990.0,5976470.0,2645850.0,735.488,574.999,3699600.0,0.00446252,0.00404557,0.00438493,0.00404515,426.666,689.235,439.436,686.038,151385000.0,153105000.0,150874000.0,153132000.0,1.52884,1.6366,1.54268,1.63613,6.02947e-05,5.26365e-05,6.14813e-05,5.26683e-05,3.21048,3.27463,3.22251,3.27468,-0.334297,-0.303391,-0.326541,-0.303409,0.846241,0.82474,0.840895,0.824777,0.215378,0.186899,0.20685,0.186912,91.9592,93.0534,92.1716,93.0534,2.20345,2.20418,2.20058,2.20425,4800.32,4864.71,4809.17,4864.68,18576.9,18685.7,18593.3,18687.1,438.452,446.852,2131.99,1948.24,1817710.0,2157580.0,697.755,1025.05,-12.5496,2103.93,11.0099,-9.54825,986.447,1213.07,251.0,735.962,1660.72,-10.552,10.2342,289.763,6839930.0,9768.07,465.465,525.441,482.281,3215.62,544.764,1123.92,0.926326,0.916503,0.994106,0.522593,0.516699,26.0,476.0,1018.0,943.0,933.0,1012.0,532.0,526.0,0.318608,0.681392,2784.75
151,J14,Mat67-PD-SCP-01,WT - DMSO,0.327516,0.209601,42.7209,50.0623,22.7766,26.4137,1182.32,652.09,510.164,3028210.0,643.977,4.39443,9.05837,453.432,567.696,504670.0,369570.0,14909.5,4474.94,4643.85,10435.7,4335.63,0.798394,16594300.0,5424020.0,4917960.0,6793660.0,2718440.0,665.501,538.55,2885370.0,0.00452612,0.00414854,0.00443801,0.00415709,440.446,699.486,447.777,699.04,123101000.0,125209000.0,122072000.0,125214000.0,1.52196,1.62539,1.53592,1.6253,6.23472e-05,5.49765e-05,6.33261e-05,5.50453e-05,3.17459,3.23589,3.18666,3.23603,-0.338726,-0.30954,-0.330513,-0.309508,0.848593,0.829253,0.843091,0.829207,0.221398,0.194191,0.21243,0.194168,89.8727,91.0149,90.0176,91.0153,2.18412,2.18581,2.18091,2.18577,4687.92,4753.8,4691.34,4753.83,18133.4,18252.2,18133.9,18252.6,393.494,392.231,863.769,854.558,939159.0,1008880.0,626.806,858.149,-7.1042,1802.75,11.8855,-6.85351,844.965,1052.4,251.006,657.515,1427.64,-7.49947,9.27708,230.31,4174800.0,6457.79,516.102,629.996,429.853,3051.77,298.489,956.74,0.949659,0.937713,0.996587,0.555461,0.534983,11.0,547.0,1172.0,1113.0,1099.0,1168.0,651.0,627.0,0.318208,0.681792,2914.72
169,K12,Mat67-PD-SCP-01,Mut - PRO,0.280152,0.0890278,46.0208,45.0374,10.4081,10.1667,951.14,651.147,673.545,3655510.0,649.291,6.53536,9.64845,508.715,582.175,668960.0,468651.0,16288.8,5142.8,5613.95,12054.1,4853.77,0.820381,21419800.0,7960590.0,6649640.0,9703530.0,3800510.0,678.691,791.627,3294210.0,0.00357117,0.00319689,0.00346459,0.00320718,445.934,710.496,457.698,704.194,125406000.0,126617000.0,124978000.0,126686000.0,1.5511,1.6578,1.56548,1.65603,5.77761e-05,5.04158e-05,5.88077e-05,5.04893e-05,3.24267,3.30659,3.2561,3.306,-0.326146,-0.295699,-0.318153,-0.295992,0.841814,0.81992,0.836335,0.820191,0.203685,0.175651,0.194694,0.175921,92.0136,93.1468,92.3068,93.1471,2.21239,2.2133,2.2104,2.21322,4642.47,4706.85,4655.77,4706.87,17936.3,18045.1,17971.7,18048.3,448.928,441.395,1519.65,1306.42,1689210.0,2154860.0,636.643,896.547,-10.0463,1833.62,11.9193,-7.80849,879.829,1069.5,251.005,665.681,1452.28,-8.61744,10.8021,247.115,5129000.0,7563.96,429.554,541.573,549.947,3727.41,598.633,1545.46,0.922807,0.907368,0.995088,0.564912,0.549474,35.0,672.0,1425.0,1315.0,1293.0,1418.0,805.0,783.0,0.320458,0.679542,2854.84
170,K13,Mat67-PD-SCP-01,Mut - DMSO,0.234573,0.132113,41.8725,40.6224,13.925,13.4839,1188.37,729.462,584.751,4002770.0,741.983,4.38935,6.91036,495.594,529.346,539702.0,342487.0,13686.8,4903.08,5487.3,10173.1,4517.29,1.01543,14904900.0,6683530.0,5256110.0,6581970.0,2818790.0,783.027,611.827,3537160.0,0.00581657,0.00534204,0.00572648,0.00533743,399.582,652.397,411.344,644.819,141232000.0,143685000.0,141458000.0,143721000.0,1.50246,1.61036,1.51616,1.60851,6.29705e-05,5.51703e-05,6.42425e-05,5.53302e-05,3.1647,3.22868,3.17695,3.22842,-0.341469,-0.310546,-0.333548,-0.310707,0.848548,0.82779,0.843198,0.827891,0.226269,0.197516,0.217875,0.197773,89.0699,90.1342,89.2892,90.1344,2.18279,2.18405,2.17947,2.18403,4742.22,4804.88,4750.37,4804.93,18374.4,18483.1,18390.4,18487.1,549.644,583.335,1647.08,1462.25,1567530.0,2006140.0,717.065,1022.68,-11.6822,2064.72,10.2651,-9.35216,997.599,1191.8,251.051,725.792,1630.02,-10.4559,7.83435,296.689,6744610.0,8859.85,514.414,615.961,537.919,3129.41,565.615,1223.03,0.890433,0.876533,0.995912,0.529027,0.510221,18.0,742.0,1223.0,1089.0,1072.0,1218.0,647.0,624.0,0.377608,0.622392,2575.05
171,K14,Mat67-PD-SCP-01,WT - DMSO,0.28275,0.263275,48.1395,46.1913,31.75,30.4898,1199.76,657.934,453.844,3061790.0,636.173,4.27694,9.39703,483.959,620.289,543486.0,334336.0,14258.8,4304.39,4653.64,10727.4,4282.35,0.961784,16012600.0,5561090.0,4743440.0,5782060.0,2209700.0,637.593,475.766,2730400.0,0.00429306,0.00392412,0.0042031,0.00392332,409.761,656.413,421.643,657.194,112013000.0,113784000.0,111183000.0,113788000.0,1.50654,1.60731,1.51822,1.60816,6.4228e-05,5.70654e-05,6.55441e-05,5.69692e-05,3.15536,3.21479,3.16684,3.21553,-0.338846,-0.310335,-0.331194,-0.309936,0.847789,0.828965,0.842629,0.828689,0.224765,0.198195,0.216656,0.198031,87.5756,88.6642,87.7758,88.6636,2.17357,2.17524,2.17052,2.17536,4537.98,4599.33,4545.8,4599.28,17560.9,17666.4,17574.8,17665.8,374.894,369.632,660.879,649.129,715340.0,789750.0,620.755,786.198,-3.98345,1727.23,12.0908,-5.25862,804.287,1012.44,251.005,637.944,1369.62,-5.82832,10.9416,219.798,4221360.0,6511.42,529.404,656.619,381.93,3205.34,333.521,1017.64,0.935833,0.918333,0.995833,0.449167,0.43,14.0,782.0,1200.0,1123.0,1102.0,1195.0,539.0,516.0,0.394551,0.605449,2925.66
189,L12,Mat67-PD-SCP-01,Mut - PRO,0.194003,0.0716191,32.6654,47.5365,6.18969,8.66004,1146.88,721.337,696.291,3794760.0,737.895,5.38949,7.2809,512.363,522.942,565649.0,372335.0,15934.7,4812.35,5260.73,11259.9,4373.26,0.759218,17591900.0,6086670.0,5264710.0,8017030.0,3043790.0,801.962,756.641,3507190.0,0.00442783,0.00400423,0.00431833,0.00400608,445.625,712.109,451.879,703.107,136686000.0,138565000.0,136422000.0,138634000.0,1.5416,1.64862,1.55341,1.64619,5.85531e-05,5.11163e-05,5.97991e-05,5.12661e-05,3.22001,3.28389,3.23191,3.28313,-0.334682,-0.304494,-0.327167,-0.304863,0.847296,0.826539,0.84208,0.826828,0.212656,0.184516,0.204364,0.184893,92.5473,93.7055,92.7655,93.7053,2.20828,2.20952,2.20561,2.20951,4818.66,4885.46,4827.04,4885.44,18638.7,18757.1,18658.8,18761.5,551.311,594.233,1569.44,1348.17,1474890.0,1815840.0,700.342,957.437,-9.42026,2175.74,11.1433,-7.54254,1045.15,1252.82,251.002,754.467,1717.56,-8.65296,9.64656,304.286,6128610.0,7867.4,479.325,513.708,606.53,3408.59,501.372,1277.7,0.951724,0.943103,0.997414,0.613793,0.6,33.0,435.0,1160.0,1104.0,1094.0,1157.0,712.0,696.0,0.272727,0.727273,2821.65
190,L13,Mat67-PD-SCP-01,Mut - DMSO,0.332258,0.145661,49.2861,50.9034,17.9987,18.6186,1291.94,713.921,568.693,3927660.0,719.486,5.54463,7.02937,599.256,519.411,597458.0,371379.0,15844.8,5148.33,5501.53,10359.3,4518.5,0.830407,15797200.0,6150710.0,5055660.0,7406870.0,3140360.0,757.76,597.268,3423940.0,0.00536098,0.00486749,0.00526274,0.00487694,398.969,648.37,409.148,646.288,123524000.0,125830000.0,123434000.0,125783000.0,1.49508,1.60229,1.50901,1.60255,6.41915e-05,5.64129e-05,6.53798e-05,5.6309e-05,3.15063,3.21452,3.16336,3.21541,-0.347218,-0.316853,-0.339497,-0.316443,0.852852,0.833471,0.847886,0.833069,0.232266,0.203246,0.223619,0.20301,88.5535,89.6887,88.8394,89.6872,2.18236,2.18436,2.17938,2.18438,4745.69,4813.65,4760.18,4813.52,18391.4,18523.6,18434.2,18524.1,407.651,413.853,1522.6,1457.26,1431030.0,1702270.0,736.52,1098.71,-13.1986,2183.15,9.89943,-10.666,1037.95,1255.93,251.0,756.547,1722.59,-11.8623,7.86891,309.043,5781890.0,7733.38,522.991,565.484,479.35,3463.53,415.707,1065.29,0.887801,0.874443,0.995548,0.636687,0.618878,11.0,719.0,1123.0,997.0,982.0,1118.0,715.0,695.0,0.390337,0.609663,2646.93
191,L14,Mat67-PD-SCP-01,WT - DMSO,0.183545,0.154202,51.7175,45.8284,20.0617,17.7121,1185.06,701.115,494.67,3266200.0,692.665,4.55118,9.37589,502.186,601.053,510221.0,338994.0,15491.3,4462.9,4658.58,10610.1,4344.78,0.837661,15739100.0,5012630.0,4458440.0,5984070.0,2315770.0,748.193,522.963,3250730.0,0.00444393,0.00405941,0.00435211,0.00405975,430.085,689.556,442.839,687.93,113521000.0,115403000.0,112537000.0,115394000.0,1.51539,1.61914,1.52984,1.61815,6.33212e-05,5.60301e-05,6.44206e-05,5.61412e-05,3.16304,3.22411,3.17585,3.22389,-0.34158,-0.312778,-0.333196,-0.312851,0.850428,0.831767,0.844897,0.831822,0.224233,0.196813,0.215255,0.197242,89.6239,90.7888,89.8049,90.7889,2.1805,2.18262,2.17732,2.18251,4713.47,4780.65,4719.23,4780.67,18243.2,18366.6,18249.9,18367.6,651.47,665.339,690.247,694.819,694124.0,742706.0,668.763,828.45,-5.43384,1921.75,11.5905,-5.40942,927.332,1117.63,251.005,688.64,1521.6,-5.98807,8.38917,251.326,4519520.0,6198.42,519.066,642.616,407.458,3212.36,264.726,952.959,0.938135,0.922438,0.993536,0.520776,0.492151,11.0,531.0,1083.0,1016.0,999.0,1076.0,564.0,533.0,0.328996,0.671004,2907.36
209,M12,Mat67-PD-SCP-01,Mut - PRO,0.236741,0.10758,53.0883,51.3168,14.7822,14.2475,977.551,672.752,648.804,3473750.0,683.584,5.32097,7.68304,436.992,492.434,683456.0,441221.0,15086.1,4742.89,5163.49,11220.5,4527.42,0.85463,23594700.0,8592050.0,7299310.0,10053500.0,3916220.0,718.23,672.345,3251730.0,0.00336094,0.00301891,0.00326595,0.00301705,449.429,720.471,465.012,715.951,144629000.0,146490000.0,144278000.0,146550000.0,1.55497,1.66265,1.57021,1.66207,5.76083e-05,5.00862e-05,5.84808e-05,5.01046e-05,3.25134,3.31549,3.26547,3.31548,-0.328523,-0.297897,-0.319979,-0.297898,0.845119,0.823517,0.839154,0.823538,0.203333,0.175393,0.194475,0.175458,93.7649,94.892,94.0089,94.8933,2.22127,2.22171,2.21892,2.22175,4803.74,4867.66,4813.46,4867.76,18569.1,18671.8,18587.5,18674.5,457.99,483.782,1393.01,1180.96,1817490.0,2317960.0,637.504,898.951,-9.00639,1869.53,11.7849,-6.95797,884.988,1086.49,251.002,674.99,1477.86,-7.85448,10.2511,247.389,5184690.0,7270.1,440.394,547.423,569.148,3184.82,508.995,1329.86,0.936527,0.921557,0.996407,0.536527,0.517964,39.0,627.0,1670.0,1564.0,1539.0,1664.0,896.0,865.0,0.272965,0.727035,2831.45
210,M13,Mat67-PD-SCP-01,Mut - DMSO,0.341411,0.147922,44.6978,45.2345,16.7781,16.9701,1123.0,675.007,585.557,3942900.0,681.541,5.59964,7.39518,497.279,493.214,556455.0,348209.0,15407.4,5369.23,5841.27,10114.1,4613.81,0.982466,17240900.0,7015370.0,5943740.0,7140570.0,3183530.0,729.531,597.505,3365910.0,0.00445598,0.00402956,0.00437981,0.00404014,434.814,705.425,448.028,697.54,149873000.0,152168000.0,149636000.0,152217000.0,1.5351,1.64452,1.54796,1.64146,5.958e-05,5.18895e-05,6.08676e-05,5.21867e-05,3.21738,3.28262,3.229,3.28119,-0.337279,-0.306559,-0.330052,-0.307292,0.849525,0.828885,0.844645,0.829378,0.214542,0.185625,0.206523,0.186572,93.4699,94.628,93.7014,94.6276,2.21107,2.21231,2.208,2.21219,4983.51,5052.8,4993.59,5052.73,19298.2,19423.2,19320.2,19426.9,395.799,398.535,1898.38,1707.25,1889930.0,2279950.0,715.933,1055.05,-12.8662,2062.99,10.5783,-9.88378,983.919,1190.93,251.002,725.161,1628.62,-11.0667,8.33016,289.152,6419570.0,9057.79,486.698,536.552,529.652,3297.84,570.447,1074.24,0.926325,0.916391,0.994205,0.584437,0.571192,28.0,565.0,1208.0,1119.0,1107.0,1201.0,706.0,690.0,0.318669,0.681331,2699.17
